sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,overall,player_positions
179944,David Luiz,David Luiz Moreira Marinho,32,1987-04-22,189,86,Brazil,Arsenal,English Premier League,83,CB
183574,M. Kruse,Max Kruse,31,1988-03-19,180,76,Germany,Fenerbahçe SK,Turkish Süper Lig,83,"CF, ST, CAM"
183711,J. Henderson,Jordan Brian Henderson,29,1990-06-17,182,80,England,Liverpool,English Premier League,83,"CDM, CM"
184484,G. Sigurðsson,Gylfi Þór Sigurðsson,29,1989-09-08,186,77,Iceland,Everton,English Premier League,83,CAM
186561,A. Ramsey,Aaron Ramsey,28,1990-12-26,183,76,Wales,Juventus,Italian Serie A,83,"CM, CAM"
190584,Illarramendi,Asier Illarramendi Andonegi,29,1990-03-08,179,75,Spain,Real Sociedad,Spain Primera Division,83,"CDM, CM"
190815,D. Blind,Daley Blind,29,1990-03-09,180,72,Netherlands,Ajax,Holland Eredivisie,83,"CDM, CB, LB"
190941,L. Hrádecký,Lukáš Hrádecký,29,1989-11-24,192,85,Finland,Bayer 04 Leverkusen,German 1. Bundesliga,83,GK
192366,N. Otamendi,Nicolás Hernán Otamendi,31,1988-02-12,183,81,Argentina,Manchester City,English Premier League,83,CB
193082,J. Cuadrado,Juan Guillermo Cuadrado Bello,31,1988-05-26,179,72,Colombia,Juventus,Italian Serie A,83,"RM, RW"
193474,I. Gueye,Idrissa Gana Gueye,29,1989-09-26,174,66,Senegal,Paris Saint-Germain,French Ligue 1,83,CDM
195365,K. Kampl,Kevin Kampl,28,1990-10-09,178,67,Slovenia,RB Leipzig,German 1. Bundesliga,83,"CM, CAM, CDM"
198329,Rodrigo,Rodrigo Moreno Machado,28,1991-03-06,182,77,Spain,Valencia CF,Spain Primera Division,83,ST
199042,C. Aránguiz,Charles Mariano Aránguiz Sandoval,30,1989-04-17,171,70,Chile,Bayer 04 Leverkusen,German 1. Bundesliga,83,"CM, CDM"
199451,W. Ben Yedder,Wissam Ben Yedder,28,1990-08-12,170,68,France,AS Monaco,French Ligue 1,83,ST
199845,F. Acerbi,Francesco Acerbi,31,1988-02-10,192,88,Italy,Lazio,Italian Serie A,83,CB
200888,Danilo Pereira,Danilo Luís Hélio Pereira,27,1991-09-09,188,83,Portugal,FC Porto,Portuguese Liga ZON SAGRES,83,"CDM, CM"
216354,A. Kramarić,Andrej Kramarić,28,1991-06-19,177,73,Croatia,TSG 1899 Hoffenheim,German 1. Bundesliga,83,"ST, CAM, LW"
230294,Louri Beretta,Lourival Adnan Beretta Barbosa,27,1992-02-29,188,83,Brazil,Atlético Mineiro,Campeonato Brasileiro Série A,83,"ST, CF"
230375,Josué Chiamulera,Josué Durval Chiamulera Vaz,27,1992-02-29,185,80,Brazil,Grêmio,Campeonato Brasileiro Série A,83,CB
230481,Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,27,1992-02-29,177,75,Brazil,Grêmio,Campeonato Brasileiro Série A,83,"RW, CAM"
230142,Oyarzabal,Mikel Oyarzabal Ugarte,22,1997-04-21,181,78,Spain,Real Sociedad,Spain Primera Division,82,"LW, LM, RW"
229906,L. Bailey,Leon Bailey Butler,21,1997-08-09,178,79,Jamaica,Bayer 04 Leverkusen,German 1. Bundesliga,82,"LW, RW"
230666,Gabriel Jesus,Gabriel Fernando de Jesus,22,1997-04-03,175,73,Brazil,Manchester City,English Premier League,82,ST
207410,M. Kovačić,Mateo Kovačić,25,1994-05-06,176,78,Croatia,Chelsea,English Premier League,82,CM
208596,A. Belotti,Andrea Belotti,25,1993-12-20,181,72,Italy,Torino,Italian Serie A,82,ST
212151,T. Strakosha,Thomas Strakosha,24,1995-03-19,193,78,Albania,Lazio,Italian Serie A,82,GK
220971,N. Keïta,Naby Deco Keïta,24,1995-02-10,172,64,Guinea,Liverpool,English Premier League,82,"CM, CDM"
223959,L. Torreira,Lucas Torreira Di Pascua,23,1996-02-11,168,64,Uruguay,Arsenal,English Premier League,82,"CDM, CM"
224293,Rúben Neves,Rúben Diogo da Silva Neves,22,1997-03-13,180,80,Portugal,Wolverhampton Wanderers,English Premier League,82,CM
225850,P. Kimpembe,Presnel Kimpembe,23,1995-08-13,189,80,France,Paris Saint-Germain,French Ligue 1,82,CB
225953,S. Bergwijn,Steven Bergwijn,21,1997-10-08,178,78,Netherlands,PSV,Holland Eredivisie,82,"RW, CAM, LW"
226753,A. Onana,André Onana,23,1996-04-02,187,93,Cameroon,Ajax,Holland Eredivisie,82,GK
227928,Nélson Semedo,Nélson Cabral Semedo,25,1993-11-16,177,67,Portugal,FC Barcelona,Spain Primera Division,82,RB
193105,A. Areola,Alphonse Areola,26,1993-02-27,195,94,France,Paris Saint-Germain,French Ligue 1,82,GK
198009,M. Perin,Mattia Perin,26,1992-11-10,188,77,Italy,Juventus,Italian Serie A,82,GK
211320,D. Rugani,Daniele Rugani,24,1994-07-29,190,84,Italy,Juventus,Italian Serie A,82,CB
214997,A. Correa,Ángel Martín Correa,24,1995-03-09,171,68,Argentina,Atlético Madrid,Spain Primera Division,82,"RM, ST"
216201,Iñaki Williams,Iñaki Williams Arthuer,25,1994-06-15,186,79,Spain,Athletic Club de Bilbao,Spain Primera Division,82,"ST, RW"
221992,H. Lozano,Hirving Rodrigo Lozano Bahena,23,1995-07-30,175,70,Mexico,PSV,Holland Eredivisie,82,"RW, LW"
227055,Gelson Martins,Gelson Dany Batalha Martins,24,1995-05-11,173,74,Portugal,AS Monaco,French Ligue 1,82,"RM, RW"
200726,B. Lecomte,Benjamin Lecomte,28,1991-04-26,186,78,France,AS Monaco,French Ligue 1,82,GK
209989,T. Partey,Thomas Teye Partey,26,1993-06-13,185,77,Ghana,Atlético Madrid,Spain Primera Division,82,"CM, CDM, RM"
211748,K. Demirbay,Kerem Demirbay,25,1993-07-03,182,72,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,82,CM
197061,J. Matip,Joël Andre Job Matip,27,1991-08-08,194,90,Cameroon,Liverpool,English Premier League,82,CB
202651,Suso,Jesús Joaquín Fernández Sáez de la Torre,25,1993-11-19,176,70,Spain,Milan,Italian Serie A,82,"RW, CF"
204639,S. Savić,Stefan Savić,28,1991-01-08,187,79,Montenegro,Atlético Madrid,Spain Primera Division,82,CB
205452,A. Rüdiger,Antonio Rüdiger,26,1993-03-03,190,85,Germany,Chelsea,English Premier League,82,CB
209960,Pacheco,Fernando Pacheco Flores,27,1992-05-18,186,81,Spain,Deportivo Alavés,Spain Primera Division,82,GK
210243,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,25,1993-10-06,175,70,Portugal,Leicester City,English Premier League,82,"RB, RM"
211256,N. Tagliafico,Nicolás Alejandro Tagliafico,26,1992-08-31,172,65,Argentina,Ajax,Holland Eredivisie,82,LB
223952,David Soria,David Soria Solís,26,1993-04-04,192,85,Spain,Getafe CF,Spain Primera Division,82,GK
178750,Sergio Asenjo,Sergio Asenjo Andrés,30,1989-06-28,189,87,Spain,Villarreal CF,Spain Primera Division,82,GK
189575,Muniain,Iker Muniain Goñi,26,1992-12-19,170,66,Spain,Athletic Club de Bilbao,Spain Primera Division,82,"CAM, LW"
192318,M. Götze,Mario Götze,27,1992-06-03,176,75,Germany,Borussia Dortmund,German 1. Bundesliga,82,"CF, CAM, CM"
193283,T. Delaney,Thomas Delaney,27,1991-09-03,182,79,Denmark,Borussia Dortmund,German 1. Bundesliga,82,"CDM, CM"
193698,O. Baumann,Oliver Baumann,29,1990-06-02,187,82,Germany,TSG 1899 Hoffenheim,German 1. Bundesliga,82,GK
195093,Willian José,Willian José da Silva,27,1991-11-23,189,93,Brazil,Real Sociedad,Spain Primera Division,82,ST
199564,Sergi Roberto,Sergio Roberto Carnicer,27,1992-02-07,178,68,Spain,FC Barcelona,Spain Primera Division,82,"RB, RM, CM"
200536,N. Schulz,Nico Schulz,26,1993-04-01,181,83,Germany,Borussia Dortmund,German 1. Bundesliga,82,"LWB, LM, LB"
200610,K. Volland,Kevin Volland,26,1992-07-30,179,83,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,82,"ST, RW, LW"
200724,Nacho Fernández,José Ignacio Fernández Iglesias,29,1990-01-18,180,76,Spain,Real Madrid,Spain Primera Division,82,"CB, LB, RB"
201305,Gabriel Paulista,Gabriel Armando de Abreu,28,1990-11-26,187,79,Brazil,Valencia CF,Spain Primera Division,82,CB
202562,J. Roussillon,Jérôme Roussillon,26,1993-01-06,175,80,France,VfL Wolfsburg,German 1. Bundesliga,82,LB
203263,H. Maguire,Harry Maguire,26,1993-03-05,194,100,England,Manchester United,English Premier League,82,CB
203486,T. Hazard,Thorgan Hazard,26,1993-03-29,175,71,Belgium,Borussia Dortmund,German 1. Bundesliga,82,"RM, LM, CF"
208448,E. Forsberg,Emil Forsberg,27,1991-10-23,179,74,Sweden,RB Leipzig,German 1. Bundesliga,82,"CAM, LM"
208574,F. Kostić,Filip Kostić,26,1992-11-01,184,82,Serbia,Eintracht Frankfurt,German 1. Bundesliga,82,"LM, LWB"
216409,M. Politano,Matteo Politano,25,1993-08-03,171,67,Italy,Inter,Italian Serie A,82,"RM, ST"
216547,Rafa,Rafael Alexandre Fernandes Ferreira da Silva,26,1993-05-17,172,66,Portugal,SL Benfica,Portuguese Liga ZON SAGRES,82,"LM, RM"
24630,Pepe Reina,José Manuel Reina Páez,36,1982-08-31,188,92,Spain,Milan,Italian Serie A,82,GK
53302,D. De Rossi,Daniele De Rossi,35,1983-07-24,184,83,Italy,Boca Juniors,Argentina Primera División,82,CDM
106231,Aduriz,Aritz Aduriz Zubeldia,38,1981-02-11,182,78,Spain,Athletic Club de Bilbao,Spain Primera Division,82,ST
146536,Jesús Navas,Jesús Navas González,33,1985-11-21,170,60,Spain,Sevilla FC,Spain Primera Division,82,"RM, RB"
146562,Santi Cazorla,Santiago Cazorla González,34,1984-12-13,168,65,Spain,Villarreal CF,Spain Primera Division,82,"CM, CDM, LM"
156519,H. Herrera,Héctor Miguel Herrera López,29,1990-04-19,185,80,Mexico,Atlético Madrid,Spain Primera Division,82,CM
158963,L. Biglia,Lucas Rodrigo Biglia,33,1986-01-30,178,63,Argentina,Milan,Italian Serie A,82,"CDM, CM"
164835,L. Fabiański,Łukasz Fabiański,34,1985-04-18,190,83,Poland,West Ham United,English Premier League,82,GK
168354,E. Viviano,Emiliano Viviano,33,1985-12-01,195,90,Italy,Sporting CP,Portuguese Liga ZON SAGRES,82,GK
178088,Juan Mata,Juan Manuel Mata García,31,1988-04-28,170,63,Spain,Manchester United,English Premier League,82,"CAM, RM"
178509,O. Giroud,Olivier Giroud,32,1986-09-30,193,92,France,Chelsea,English Premier League,82,ST
179645,S. Kjær,Simon Thorup Kjær,30,1989-03-26,191,84,Denmark,Sevilla FC,Spain Primera Division,82,CB
180403,Willian,Willian Borges da Silva,30,1988-08-09,175,78,Brazil,Chelsea,English Premier League,82,"RW, LW"
181786,V. Ćorluka,Vedran Ćorluka,33,1986-02-05,192,84,Croatia,Lokomotiv Moscow,Rest of World,82,CB
184200,M. Arnautović,Marko Arnautović,30,1989-04-19,192,83,Austria,Shanghai SIPG FC,Chinese Super League,82,ST
184941,A. Sánchez,Alexis Alejandro Sánchez Sánchez,30,1988-12-19,169,62,Chile,Manchester United,English Premier League,82,"LW, LM"
184942,Giuliano,Giuliano Victor de Paula,29,1990-05-31,172,68,Brazil,Al Nassr,Saudi Abdul L. Jameel League,82,CAM
185103,A. Kolarov,Aleksandar Kolarov,33,1985-11-10,187,81,Serbia,Roma,Italian Serie A,82,LB
186627,M. Balotelli,Mario Barwuah Balotelli,28,1990-08-12,189,88,Italy,Brescia,Italian Serie A,82,ST
187754,Marlos,Marlos Romero Bonfim,31,1988-06-07,174,69,Ukraine,Shakhtar Donetsk,Rest of World,82,"RM, CAM"
188803,Taison,Taison Barcellos Freda,31,1988-01-13,172,64,Brazil,Shakhtar Donetsk,Rest of World,82,"CAM, LM"
189068,B. Dost,Bas Dost,30,1989-05-31,196,89,Netherlands,Sporting CP,Portuguese Liga ZON SAGRES,82,ST
189125,G. Bonaventura,Giacomo Bonaventura,29,1989-08-22,181,75,Italy,Milan,Italian Serie A,82,"CM, LW"
189505,Pedro,Pedro Eliezer Rodríguez Ledesma,31,1987-07-28,169,65,Spain,Chelsea,English Premier League,82,"RW, LW"
189805,L. de Jong,Luuk de Jong,28,1990-08-27,188,86,Netherlands,Sevilla FC,Spain Primera Division,82,ST
190813,S. El Shaarawy,Stephan El Shaarawy,26,1992-10-27,178,72,Italy,Shanghai Greenland Shenhua FC,Chinese Super League,82,LW
191740,Ander Herrera,Ander Herrera Agüera,29,1989-08-14,182,73,Spain,Paris Saint-Germain,French Ligue 1,82,"CM, CDM"
193348,X. Shaqiri,Xherdan Shaqiri,27,1991-10-10,169,72,Switzerland,Liverpool,English Premier League,82,"RW, RM"
193525,Mário Fernandes,Mário Figueira Fernandes,28,1990-09-19,187,80,Russia,PFC CSKA Moscow,Rest of World,82,"RWB, RM"
197655,S. Coates,Sebastián Coates Nión,28,1990-10-07,196,92,Uruguay,Sporting CP,Portuguese Liga ZON SAGRES,82,CB
198951,C. Bakambu,Cédric Bakambu,28,1991-04-11,182,74,DR Congo,Beijing Sinobo Guoan FC,Chinese Super League,82,ST
202371,T. Meunier,Thomas Meunier,27,1991-09-12,191,90,Belgium,Paris Saint-Germain,French Ligue 1,82,"RB, RM"
202857,K. Bellarabi,Karim Bellarabi,29,1990-04-08,184,81,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,82,RW
207494,J. Lingard,Jesse Lingard,26,1992-12-15,175,62,England,Manchester United,English Premier League,82,"CAM, RW"
208808,Q. Promes,Quincy Anton Promes,27,1992-01-04,174,72,Netherlands,Ajax,Holland Eredivisie,82,"LW, RW"
208830,J. Vardy,Jamie Vardy,32,1987-01-11,179,74,England,Leicester City,English Premier League,82,ST
215333,D. Zapata,Duván Esteban Zapata Banguera,28,1991-04-01,189,88,Colombia,Atalanta,Italian Serie A,82,ST
216475,Morales,José Luis Morales Nogales,31,1987-07-23,180,70,Spain,Levante UD,Spain Primera Division,82,"ST, LM"
230168,Raphaelito Anjos,Raphael William Anjos Rochedo,31,1988-02-29,190,85,Brazil,Grêmio,Campeonato Brasileiro Série A,82,GK
230225,Juiano Mestres,Juan Everton Mestres de Mesquita,35,1984-02-29,181,82,Brazil,Cruzeiro,Campeonato Brasileiro Série A,82,"CB, CDM"
230258,Rosberto Dourado,Rosberto J. Dourado Santos,31,1988-02-29,175,70,Brazil,Atlético Mineiro,Campeonato Brasileiro Série A,82,"CDM, CM, CAM"
245309,E. Schetino,Egidio Maestre Schetino,27,1992-02-29,185,80,Uruguay,,,82,CB
245313,J. Sildero,José María Sildero,27,1992-02-29,177,75,Uruguay,,,82,"CAM, RM"
231478,L. Martínez,Lautaro Javier Martínez,21,1997-08-22,174,81,Argentina,Inter,Italian Serie A,81,ST
234906,H. Aouar,Houssem Aouar,21,1998-06-30,175,70,France,Olympique Lyonnais,French Ligue 1,81,CM
235569,T. Ndombele,Tanguy Ndombèlé Alvaro,22,1996-12-28,181,76,France,Tottenham Hotspur,English Premier League,81,"CM, CDM"
240130,Éder Militão,Éder Gabriel Militão,21,1998-01-18,186,78,Brazil,Real Madrid,Spain Primera Division,81,"CB, RB"
205659,A. Cragno,Alessio Cragno,25,1994-06-28,184,78,Italy,Cagliari,Italian Serie A,81,GK
221363,D. van de Beek,Donny van de Beek,22,1997-04-18,184,74,Netherlands,Ajax,Holland Eredivisie,81,"CAM, CM"
221660,V. Lindelöf,Victor Nilsson Lindelöf,24,1994-07-17,187,80,Sweden,Manchester United,English Premier League,81,CB
222509,Dani Ceballos,Daniel Ceballos Fernández,22,1996-08-07,179,70,Spain,Arsenal,English Premier League,81,"CM, LM, CDM"
226456,Pablo Fornals,Pablo Fornals Malla,23,1996-02-22,178,67,Spain,West Ham United,English Premier League,81,"CAM, CM, LM"
208333,E. Can,Emre Can,25,1994-01-12,184,82,Germany,Juventus,Italian Serie A,81,"CM, CDM"
211688,Gayà,José Luís Gayà Peña,24,1995-05-25,172,66,Spain,Valencia CF,Spain Primera Division,81,LB
236632,David Neres,David Neres Campos,22,1997-03-03,175,66,Brazil,Ajax,Holland Eredivisie,81,"LW, RW, CAM"
210406,P. Zieliński,Piotr Zieliński,25,1994-05-20,180,75,Poland,Napoli,Italian Serie A,81,"CM, LM"
215316,G. Rulli,Gerónimo Rulli,27,1992-05-20,189,84,Argentina,Montpellier HSC,French Ligue 1,81,GK
199503,G. Xhaka,Granit Xhaka,26,1992-09-27,185,82,Switzerland,Arsenal,English Premier League,81,"CM, CDM"
201400,Rafinha,Rafael Alcântara do Nascimento,26,1993-02-12,174,71,Brazil,FC Barcelona,Spain Primera Division,81,"CAM, CM, RW"
201455,G. Kondogbia,Geoffrey Kondogbia,26,1993-02-15,188,80,Central African Republic,Valencia CF,Spain Primera Division,81,"CM, CDM"
204923,M. Sabitzer,Marcel Sabitzer,25,1994-03-17,177,77,Austria,RB Leipzig,German 1. Bundesliga,81,"CAM, CM"
205988,L. Shaw,Luke Shaw,23,1995-07-12,181,75,England,Manchester United,English Premier League,81,LB
207877,J. Martínez,Josef Alexander Martínez,26,1993-05-19,170,69,Venezuela,Atlanta United,USA Major League Soccer,81,ST
208135,A. Doucouré,Abdoulaye Doucouré,26,1993-01-01,184,76,France,Watford,English Premier League,81,"CDM, CM"
226790,W. Ndidi,Onyinye Wilfred Ndidi,22,1996-12-16,183,74,Nigeria,Leicester City,English Premier League,81,"CDM, CM"
200316,T. Horn,Timo Horn,26,1993-05-12,192,90,Germany,1. FC Köln,German 1. Bundesliga,81,GK
204638,W. Orban,Vilmos Tamás Orban,26,1992-11-03,186,83,Hungary,RB Leipzig,German 1. Bundesliga,81,CB
206467,A. Plea,Alassane Plea,26,1993-03-10,181,79,France,Borussia Mönchengladbach,German 1. Bundesliga,81,"ST, LW"
207791,Y. Poulsen,Yussuf Yurary Poulsen,25,1994-06-15,193,78,Denmark,RB Leipzig,German 1. Bundesliga,81,ST
207807,R. Fraser,Ryan Fraser,25,1994-02-24,163,70,Scotland,Bournemouth,English Premier League,81,LM
207862,M. Ginter,Matthias Ginter,25,1994-01-19,191,89,Germany,Borussia Mönchengladbach,German 1. Bundesliga,81,"CB, CDM"
209889,R. Guerreiro,Raphaël Adelino José Guerreiro,25,1993-12-22,170,71,Portugal,Borussia Dortmund,German 1. Bundesliga,81,"LM, LB, CM"
212814,João Mário,João Mário Naval da Costa Eduardo,26,1993-01-19,179,73,Portugal,Inter,Italian Serie A,81,"CAM, CM"
213874,Thiago Mendes,Thiago Henrique Mendes Ribeiro,27,1992-03-15,177,80,Brazil,Olympique Lyonnais,French Ligue 1,81,"CDM, CM"
216145,A. Izzo,Armando Izzo,27,1992-03-02,183,78,Italy,Torino,Italian Serie A,81,CB
216352,M. Brozović,Marcelo Brozović,26,1992-11-16,181,68,Croatia,Inter,Italian Serie A,81,"CDM, CM"
190544,A. Ljajić,Adem Ljajić,27,1991-09-29,182,74,Serbia,Beşiktaş JK,Turkish Süper Lig,81,"CAM, LW"
193165,J. Corona,Jesús Manuel Corona Ruíz,26,1993-01-06,173,62,Mexico,FC Porto,Portuguese Liga ZON SAGRES,81,"RM, RB"
199575,Jordi Masip,Jordi Masip López,30,1989-01-03,180,76,Spain,Real Valladolid CF,Spain Primera Division,81,GK
204120,T. Vaclík,Tomáš Vaclík,30,1989-03-29,188,85,Czech Republic,Sevilla FC,Spain Primera Division,81,GK
206304,L. Milivojević,Luka Milivojević,28,1991-04-07,186,80,Serbia,Crystal Palace,English Premier League,81,"CDM, CM"
208093,Gerard Moreno,Gerard Moreno Balagueró,27,1992-04-07,180,77,Spain,Villarreal CF,Spain Primera Division,81,"ST, CF"
223689,W. Weghorst,Wout Weghorst,26,1992-08-07,197,84,Netherlands,VfL Wolfsburg,German 1. Bundesliga,81,ST
20775,Quaresma,Ricardo Andrade Quaresma Bernardo,35,1983-09-26,175,67,Portugal,Beşiktaş JK,Turkish Süper Lig,81,"RM, LM"
112316,J. Mathieu,Jérémy Mathieu,35,1983-10-29,189,84,France,Sporting CP,Portuguese Liga ZON SAGRES,81,CB
138412,J. Milner,James Philip Milner,33,1986-01-04,175,70,England,Liverpool,English Premier League,81,"CM, LB"
142707,L. López,Lisandro López,36,1983-03-02,174,72,Argentina,Racing Club,Argentina Primera División,81,ST
159145,B. Gomis,Bafétimbi Fredius Gomis,33,1985-08-06,184,77,France,Al Hilal,Saudi Abdul L. Jameel League,81,ST
162240,M. Dembélé,Mousa Sidi Yaya Dembélé,31,1987-07-16,185,85,Belgium,Guangzhou R&F FC,Chinese Super League,81,"CM, CAM, CDM"
162895,Cesc Fàbregas,Francesc Fàbregas i Soler,32,1987-05-04,179,77,Spain,AS Monaco,French Ligue 1,81,"CM, CDM"
163489,A. Consigli,Andrea Consigli,32,1987-01-27,189,82,Italy,Sassuolo,Italian Serie A,81,GK
165229,L. Koscielny,Laurent Koscielny,33,1985-09-10,186,75,France,FC Girondins de Bordeaux,French Ligue 1,81,CB
168530,Jardel,Jardel Nivaldo Vieira,33,1986-03-29,192,86,Brazil,SL Benfica,Portuguese Liga ZON SAGRES,81,CB
169195,Renato Augusto,Renato Soares de Oliveira Augusto,31,1988-02-08,186,86,Brazil,Beijing Sinobo Guoan FC,Chinese Super League,81,"CM, CAM, CDM"
171791,José Fonte,José Miguel da Rocha Fonte,35,1983-12-22,187,81,Portugal,LOSC Lille,French Ligue 1,81,CB
171897,A. Guardado,José Andrés Guardado Hernández,32,1986-09-28,169,67,Mexico,Real Betis,Spain Primera Division,81,"CM, CDM, LM"
173771,L. Piszczek,Łukasz Piszczek,34,1985-06-03,184,79,Poland,Borussia Dortmund,German 1. Bundesliga,81,RB
176600,K. Gameiro,Kévin Gameiro,32,1987-05-09,172,70,France,Valencia CF,Spain Primera Division,81,ST
177388,D. Payet,Dimitri Payet,32,1987-03-29,175,77,France,Olympique de Marseille,French Ligue 1,81,"CAM, LW"
177600,Beñat,Beñat Etxebarria Urkiaga,32,1987-02-19,177,76,Spain,Athletic Club de Bilbao,Spain Primera Division,81,CM
178086,Adán,Antonio Adán Garrido,32,1987-05-13,190,92,Spain,Atlético Madrid,Spain Primera Division,81,GK
179784,B. Höwedes,Benedikt Höwedes,31,1988-02-29,188,77,Germany,Lokomotiv Moscow,Rest of World,81,"CB, LB"
182494,F. Muslera,Néstor Fernando Muslera Micol,33,1986-06-16,190,74,Uruguay,Galatasaray SK,Turkish Süper Lig,81,GK
183394,M. Sissoko,Moussa Sissoko,29,1989-08-16,187,91,France,Tottenham Hotspur,English Premier League,81,"CM, CDM"
183498,M. Parolo,Marco Parolo,34,1985-01-25,184,75,Italy,Lazio,Italian Serie A,81,"CDM, CM"
184134,Fernando,Fernando Francisco Reges,31,1987-07-25,183,76,Brazil,Sevilla FC,Spain Primera Division,81,"CDM, CM"
184144,N. Gaitán,Osvaldo Nicolás Fabián Gaitán,31,1988-02-23,173,66,Argentina,Chicago Fire,USA Major League Soccer,81,CAM
184431,S. Giovinco,Sebastian Giovinco,32,1987-01-26,163,61,Italy,Al Hilal,Saudi Abdul L. Jameel League,81,"CF, ST, RM"
185221,Luiz Gustavo,Luiz Gustavo Dias,31,1987-07-23,187,78,Brazil,Olympique de Marseille,French Ligue 1,81,"CDM, CB"
188829,N. Nkoulou,Nicolas N'Koulou,29,1990-03-27,184,77,Cameroon,Torino,Italian Serie A,81,CB
191202,N. Matić,Nemanja Matić,30,1988-08-01,194,85,Serbia,Manchester United,English Premier League,81,"CDM, CM"
192638,Marcos Alonso,Marcos Alonso Mendoza,28,1990-12-28,188,87,Spain,Chelsea,English Premier League,81,"LB, LWB"
192883,H. Mkhitaryan,Henrikh Mkhitaryan,30,1989-01-21,177,75,Armenia,Arsenal,English Premier League,81,"RM, CAM, RW"
194022,André Almeida,André Gomes Magalhães de Almeida,28,1990-09-10,185,80,Portugal,SL Benfica,Portuguese Liga ZON SAGRES,81,RB
